EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-91068.609375,402104.312500,-30706.023438,91714.132812,422778.625000,-9131.224609,303359.687500,-426969.468750,0.536621,0.726074,0.443848,0.000000,0.000000,0.000000,60.000000,1.000000,1.000000
-198167.453125,231905.265625,1418.352417,20570.490234,319744.031250,-22118.035156,168199.203125,-16752.007812,0.544678,0.728760,0.442139,0.000000,0.000000,0.000000,60.000000,2.000000,1.000000
-41133.023438,110097.812500,-635.057800,12300.523438,169999.234375,-24308.505859,120891.296875,-146363.968750,0.548828,0.727783,0.441650,0.000000,0.000000,0.000000,60.000000,3.000000,1.000000
-7627.667480,73814.046875,-966.668274,10044.874023,55467.824219,-23520.472656,72797.757812,-67510.765625,0.548340,0.727783,0.441162,0.000000,0.000000,0.000000,60.000000,4.000000,1.000000
-14712.276367,38412.011719,-1247.585083,8409.083984,26217.345703,-16120.526367,29617.851562,-19155.625000,0.549072,0.727539,0.441162,0.427246,-0.457764,-0.061035,60.000000,5.000000,1.000000
-259.369659,-37961.398438,3130.406738,5773.724121,5548.150391,1968.205322,5944.849121,-3299.207031,0.550781,0.729248,0.440918,3.356933,-2.990722,0.213623,60.000000,6.000000,1.000000
2716.631104,-46713.894531,3533.989746,6521.613281,3028.572021,6555.230469,2113.938721,6130.279297,0.549316,0.727539,0.440674,1.831055,-0.793457,0.823975,60.000000,7.000000,1.000000
2713.770020,-3270.686279,4150.271973,7132.531250,5965.501953,3874.093994,2024.084717,3655.314941,0.549561,0.729492,0.440430,1.159668,0.061035,0.915527,60.000000,8.000000,1.000000
2777.696045,2966.344971,2986.997803,3774.226318,3874.719727,2874.344971,2560.526611,2925.932861,0.548584,0.728027,0.441406,0.793457,0.366211,1.007080,60.000000,9.000000,1.000000
2996.832520,3176.004150,3160.268555,3469.527344,3178.328857,3386.199951,3116.101562,3404.885986,0.549805,0.729248,0.438477,0.823975,0.488281,1.068115,60.000000,10.000000,1.000000
3066.570068,3174.395020,3199.697021,3443.688721,3307.164307,3547.937256,3431.708252,3614.634766,0.548340,0.727783,0.441895,0.640869,0.518799,1.098633,60.000000,11.000000,1.000000
3082.216309,2991.110596,3164.470703,3353.477051,3424.645020,3649.593018,3667.563721,3873.915039,0.549316,0.728516,0.439697,0.640869,0.335693,1.098633,60.000000,12.000000,1.000000
3174.752441,2933.711182,3252.983643,3395.945312,3686.071045,3724.337158,3778.517822,4179.508301,0.549561,0.728760,0.441406,0.701904,0.457764,1.068115,60.000000,13.000000,1.000000
