EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-369738.468750,249369.484375,-217253.250000,359576.812500,26762.371094,-136641.234375,263490.781250,-89278.507812,0.536621,0.721680,0.447510,0.000000,0.000000,0.000000,53.333336,1.000000,1.000000
-154897.234375,374474.343750,2028.555054,70540.320312,374020.968750,-43524.390625,286927.468750,-135547.328125,0.548828,0.724854,0.445068,0.000000,0.000000,0.000000,53.333336,2.000000,1.000000
-106712.148438,179591.625000,4675.895996,15635.940430,265156.625000,-25174.501953,147809.765625,-91691.421875,0.552002,0.725098,0.445068,0.000000,0.000000,0.000000,53.333336,3.000000,1.000000
-10802.688477,86763.039062,-916.958008,10426.374023,89179.976562,-25242.183594,89473.054688,-130215.367188,0.550537,0.726074,0.444824,0.000000,0.000000,0.000000,53.333336,4.000000,1.000000
-19254.240234,55437.066406,-1857.966553,8917.809570,34887.410156,-21069.828125,38775.093750,-37483.160156,0.549072,0.726807,0.444336,0.396728,-0.274658,0.488281,53.333336,5.000000,1.000000
-6196.976562,-12858.154297,1690.417847,6278.694824,11544.676758,-4279.822754,11865.558594,-14206.053711,0.550537,0.726807,0.445557,4.669189,-2.532959,5.981445,53.333336,6.000000,1.000000
2434.641602,-49871.125000,3136.128662,5743.772949,2826.154785,5783.111816,1940.846802,5685.032227,0.548340,0.725342,0.444336,2.197265,-0.640869,2.563476,53.333336,7.000000,1.000000
2773.762207,-7834.286621,3421.873535,5770.058594,5279.929199,4222.333984,1955.151855,3519.863525,0.552246,0.726807,0.441895,1.220703,0.091553,1.586914,53.333336,8.000000,1.000000
2715.647705,2897.412109,2850.384033,3453.612793,3966.183105,2621.949219,2310.991699,2608.269775,0.550537,0.726562,0.440918,0.823975,0.427246,1.220703,53.333336,9.000000,1.000000
2881.944580,3076.851807,2943.188477,3241.986572,2884.984619,3033.131836,2736.211182,2817.124512,0.549805,0.725830,0.444580,0.823975,0.396728,1.190185,53.333336,10.000000,1.000000
2910.286621,3044.933594,2920.300293,3225.893311,2862.722168,3085.256104,2884.895020,2764.732178,0.550049,0.726318,0.446777,0.854492,0.457764,1.098633,53.333336,11.000000,1.000000
2828.658203,2822.757324,2776.265625,3111.184082,2729.863281,2956.331299,2942.830811,2526.462402,0.550537,0.728027,0.445312,0.854492,0.457764,1.068115,53.333336,12.000000,1.000000
2829.999268,2708.226807,2828.568604,3146.589355,2713.412598,2947.390625,3043.592529,2614.975342,0.551270,0.726562,0.445557,0.701904,0.518799,1.068115,53.333336,13.000000,1.000000
3097.415527,3210.873047,3046.006592,3569.037354,2998.084229,3236.354004,3252.089600,2986.461426,0.550293,0.726318,0.443115,0.640869,0.579834,1.007080,53.333336,14.000000,1.000000
3285.974854,3427.506104,3336.400391,3569.842041,3279.090576,3395.945312,3537.208496,3327.996094,0.551758,0.726318,0.444580,0.701904,0.549316,1.068115,53.333336,15.000000,1.000000
3466.129883,3501.713867,3544.986816,3536.761475,3525.406738,3522.009277,3515.482422,3526.032471,0.551270,0.726562,0.441895,0.671387,0.488281,1.037598,53.333336,16.000000,1.000000
3545.433838,3564.566895,3579.319092,3568.947998,3569.216064,3562.957764,3540.337646,3566.265625,0.550049,0.725098,0.443604,0.732422,0.457764,1.098633,53.333336,17.000000,1.000000
